id,the_geom,city,latitude,longitude,invalid_the_geom,storenumber,storetype,cartodb_id,state,zip,playplace,drivethru,archcard,freewifi,storeurl,cartodb_georef_status,COUNTY,Grocery_2009,Convenience_2009,Fast_Food_Restaurants_2009,Adult_Diabetes_p_2009,Adult_Obsesity_p_2009,Median_Household_Income_2009,Limited_Access_Populationp_2009,Limited_Access_Population_2009,Population_2009,Grocery_2014,Convenience_2014,Fast_Food_Restaurants_2014,Adult_Diabetes_2014,Adult_Obesity_2014,Median_Household_Income_2014,Limited_Access_p_2014,Limited_Access_2014,Population_2014,FF_per_capita_2009,FF_per_capita_2014,p_change_FF_Per_Capita,Grocery_per_capita_2009,Grocery_per_capita_2014,p_change_in_grocery_per_capita,p_change_in_Access,p_Change_in_Obesity,p_change_in_income
3013,0101000020E6100000079ACFB9DB7E54C02BDA1CE736493E40,BALDWIN,30.285994,-81.982161,Point,5030,FREESTANDING,4357,FL,32234,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/5030,TRUE,Duval,199,397,708,11.1,28,46112,25,215253,864263,164,444,739,11.2,30.6,49565,25,213634,898372,0.000819195,0.00082,0.42,0.000230254,0.00018255,-20.72,0,9.29,7.49
3014,0101000020E6100000C959D8D30E7254C068925852EE4A3E40,JACKSONVILLE,30.292699,-81.782155,Point,12052,FREESTANDING,4368,FL,32221,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/12052,TRUE,Duval,199,397,708,11.1,28,46112,25,215253,864263,164,444,739,11.2,30.6,49565,25,213634,898372,0.000819195,0.00082,0.42,0.000230254,0.00018255,-20.72,0,9.29,7.49
3015,0101000020E610000048C2BE9D447654C0CB48BDA7724E3E40,JACKSONVILLE,30.306437,-81.847938,Point,22231,FREESTANDING,4360,FL,32221,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/22231,TRUE,Duval,199,397,708,11.1,28,46112,25,215253,864263,164,444,739,11.2,30.6,49565,25,213634,898372,0.000819195,0.00082,0.42,0.000230254,0.00018255,-20.72,0,9.29,7.49
3016,0101000020E6100000D89B1892936854C0A86DC32808763E40,JACKSONVILLE,30.461062,-81.634007,Point,7154,FREESTANDING,4348,FL,32218,TRUE,TRUE,TRUE,TRUE,http://www.mcflorida.com/7154,TRUE,Duval,199,397,708,11.1,28,46112,25,215253,864263,164,444,739,11.2,30.6,49565,25,213634,898372,0.000819195,0.00082,0.42,0.000230254,0.00018255,-20.72,0,9.29,7.49
3017,0101000020E61000002A73F38DE86454C05A10CAFB385A3E40,JACKSONVILLE,30.352432,-81.576694,Point,5887,FREESTANDING,4351,FL,32211,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/5887,TRUE,Duval,199,397,708,11.1,28,46112,25,215253,864263,164,444,739,11.2,30.6,49565,25,213634,898372,0.000819195,0.00082,0.42,0.000230254,0.00018255,-20.72,0,9.29,7.49
3018,0101000020E61000006AA510C8257154C08313D1AFAD3F3E40,JACKSONVILLE,30.248744,-81.767931,Point,6521,FREESTANDING,4374,FL,32210,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/6521,TRUE,Duval,199,397,708,11.1,28,46112,25,215253,864263,164,444,739,11.2,30.6,49565,25,213634,898372,0.000819195,0.00082,0.42,0.000230254,0.00018255,-20.72,0,9.29,7.49
3019,0101000020E61000003387A4164A6E54C07500C45DBD5E3E40,JACKSONVILLE,30.370077,-81.723272,Point,3371,FREESTANDING,4361,FL,32209,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/3371,TRUE,Duval,199,397,708,11.1,28,46112,25,215253,864263,164,444,739,11.2,30.6,49565,25,213634,898372,0.000819195,0.00082,0.42,0.000230254,0.00018255,-20.72,0,9.29,7.49
3020,0101000020E6100000E7A90EB9196A54C08CDAFD2AC0A73D40,PALATKA,29.655276,-81.65782,Point,3134,FREESTANDING,4455,FL,32177,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/3134,TRUE,Putnam,12,53,30,14.3,35.2,33300,25,18371,74364,13,51,28,12.2,36.1,32351,24,17894,71936,0.000403421,0.00039,-3.52,0.000161368,0.00018072,11.99,-4,2.56,-2.85
3021,0101000020E610000005A568E55E3C54C0E23FDD4081033D40,NEW SMYRNA BCH,29.013691,-80.943292,Point,13781,FREESTANDING,4519,FL,32168,TRUE,TRUE,TRUE,TRUE,http://www.mcflorida.com/13781,FALSE,Volusia,74,251,274,11.7,25.4,41368,30,150118,494593,64,272,269,12.4,26,42334,35,171051,507913,0.000553991,0.00053,-4.4,0.000149618,0.00012601,-15.78,16.67,2.36,2.34
3022,0101000020E61000008962F206983A54C00C76C3B645013D40,NEW SMYRNA BEAC,29.00497,-80.915529,Point,2168,FREESTANDING,4518,FL,32168,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/2168,FALSE,Volusia,74,251,274,11.7,25.4,41368,30,150118,494593,64,272,269,12.4,26,42334,35,171051,507913,0.000553991,0.00053,-4.4,0.000149618,0.00012601,-15.78,16.67,2.36,2.34
3023,0101000020E610000025B03907CF7854C0CE5147C7D5A03D40,INTERLACHEN,29.628262,-81.887636,Point,17836,FREESTANDING,4465,FL,32148,TRUE,TRUE,TRUE,TRUE,http://www.mcflorida.com/17836,TRUE,Putnam,12,53,30,14.3,35.2,33300,25,18371,74364,13,51,28,12.2,36.1,32351,24,17894,71936,0.000403421,0.00039,-3.52,0.000161368,0.00018072,11.99,-4,2.56,-2.85
3024,0101000020E6100000CC457C27664054C0DA8CD31055203D40,PORT ORANGE,29.126298,-81.006235,Point,7222,FREESTANDING,4501,FL,32127,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/7222,TRUE,Volusia,74,251,274,11.7,25.4,41368,30,150118,494593,64,272,269,12.4,26,42334,35,171051,507913,0.000553991,0.00053,-4.4,0.000149618,0.00012601,-15.78,16.67,2.36,2.34
3025,0101000020E6100000DCB75A272E4254C047B071FDBB1A3D40,PORT ORANGE,29.104431,-81.034067,Point,15630,FREESTANDING,4504,FL,32124,TRUE,TRUE,TRUE,TRUE,http://www.mcflorida.com/15630,TRUE,Volusia,74,251,274,11.7,25.4,41368,30,150118,494593,64,272,269,12.4,26,42334,35,171051,507913,0.000553991,0.00053,-4.4,0.000149618,0.00012601,-15.78,16.67,2.36,2.34
3026,0101000020E6100000FF91E9D0E94154C0D2E28C614E2C3D40,DAYTONA BEACH,29.173071,-81.029896,Point,28902,WAL*MART,4502,FL,32119,FALSE,FALSE,TRUE,FALSE,http://www.mcflorida.com/28902,TRUE,Volusia,74,251,274,11.7,25.4,41368,30,150118,494593,64,272,269,12.4,26,42334,35,171051,507913,0.000553991,0.00053,-4.4,0.000149618,0.00012601,-15.78,16.67,2.36,2.34
3027,0101000020E610000041D829560D4254C0A69C2FF65E2C3D40,DAYTONA BEACH,29.173324,-81.032064,Point,11446,FREESTANDING,4489,FL,32119,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/11446,TRUE,Volusia,74,251,274,11.7,25.4,41368,30,150118,494593,64,272,269,12.4,26,42334,35,171051,507913,0.000553991,0.00053,-4.4,0.000149618,0.00012601,-15.78,16.67,2.36,2.34
3028,0101000020E6100000C2DEC4909C4354C0F660527C7C323D40,DAYTONA BEACH,29.197212,-81.056431,Point,1754,FREESTANDING,4496,FL,32114,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/1754,TRUE,Volusia,74,251,274,11.7,25.4,41368,30,150118,494593,64,272,269,12.4,26,42334,35,171051,507913,0.000553991,0.00053,-4.4,0.000149618,0.00012601,-15.78,16.67,2.36,2.34
3029,0101000020E61000005E64027E8DB354C03830B95164513E40,WHITE SPRINGS,30.317937,-82.805511,Point,11912,FREESTANDING,4365,FL,32096,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/11912,TRUE,Hamilton,5,15,8,13.7,38.4,31820,22,3269,14799,2,17,7,13,33.2,33497,22,3266,14068,0.000540577,0.0005,-7.95,0.000337861,0.00014217,-57.92,0,-13.54,5.27
3030,0101000020E61000009FCC3FFA268754C08463963D09F03D40,STARKE,29.937641,-82.111754,Point,3009,FREESTANDING,4445,FL,32091,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/3009,TRUE,Bradford,6,21,16,12.3,35.1,39454,6,1627,28520,4,22,16,14.4,35.9,40879,6,1580,26682,0.00056101,0.0006,6.89,0.000210379,0.00014991,-28.74,0,2.28,3.61
3031,0101000020E6100000F94CF6CFD38754C033880FECF8433E40,MACCLENNY,30.265517,-82.122303,Point,7497,FREESTANDING,4379,FL,32063,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/7497,TRUE,Baker,6,18,13,12.8,35.1,45802,34,9154,27115,4,20,16,13,35.8,50883,33,8982,27143,0.000479439,0.00059,22.95,0.00022128,0.00014737,-33.4,-2.94,1.99,11.09
3032,0101000020E6100000C269C18BBEBD54C05B272EC72B543E40,LIVE OAK,30.328793,-82.964755,Point,4970,FREESTANDING,4364,FL,32060,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/4970,TRUE,Suwannee,7,32,15,11.8,30.5,39259,17,7180,41551,6,32,22,13.5,33.3,37368,17,7073,43777,0.000361002,0.0005,39.21,0.000168468,0.00013706,-18.64,0,9.18,-4.82
3033,0101000020E610000032755776C1AB54C02BFA43334F2E3E40,LAKE CITY,30.180896,-82.683683,Point,3076,FREESTANDING,4383,FL,32055,TRUE,TRUE,TRUE,TRUE,http://www.mcflorida.com/3076,TRUE,Columbia,4,17,15,13.1,31.9,34538,18,4406,24552,3,16,22,12.9,36.4,38057,17,4237,24078,0.000610948,0.00091,49.55,0.00016292,0.0001246,-23.52,-5.56,14.11,10.19
3034,0101000020E61000006E32AA0CE3A854C0A296E656082F3E40,LAKE CITY,30.183721,-82.638858,Point,15440,FREESTANDING,4389,FL,32025,FALSE,TRUE,TRUE,TRUE,http://www.mcflorida.com/15440,TRUE,Columbia,4,17,15,13.1,31.9,34538,18,4406,24552,3,16,22,12.9,36.4,38057,17,4237,24078,0.000610948,0.00091,49.55,0.00016292,0.0001246,-23.52,-5.56,14.11,10.19
3035,0101000020E6100000F81BEDB8E13855C05B087250C2424040,COLUMBUS,32.521555,-84.888777,Point,11362,FREESTANDING,4220,GA,31907,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/11362,TRUE,Muscogee,33,98,167,12.7,35.1,36359,33,62464,189885,39,108,195,13.4,28.8,41828,29,54151,201245,0.00087948,0.00097,10.18,0.000173789,0.00019379,11.51,-12.12,-17.95,15.04
3036,0101000020E610000008944DB9C23C55C0AFB48CD47B364040,COLUMBUS,32.425654,-84.949385,Point,6080,FREESTANDING,4321,GA,31903,TRUE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/6080,TRUE,Muscogee,33,98,167,12.7,35.1,36359,33,62464,189885,39,108,195,13.4,28.8,41828,29,54151,201245,0.00087948,0.00097,10.18,0.000173789,0.00019379,11.51,-12.12,-17.95,15.04
3037,0101000020E6100000BA826DC4932755C055BE6724426D4040,MANCHESTER,32.853581,-84.618394,Point,11199,FREESTANDING,4186,GA,31816,TRUE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/11199,TRUE,Meriwether,5,20,8,13.5,31.6,35287,1,321,21992,8,16,10,14.8,34.6,37866,4,981,21192,0.000363769,0.00047,29.72,0.000227355,0.0003775,66.04,300,9.49,7.31
3038,0101000020E6100000C1E44691B5E154C0E223624A24753F40,TIFTON,31.457585,-83.526707,Point,1867,FREESTANDING,4299,GA,31794,TRUE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/1867,TRUE,Tift,7,52,42,12.5,33.3,34702,10,3927,40118,9,52,39,13.2,34,39988,9,3447,40610,0.001046912,0.00096,-8.27,0.000174485,0.00022162,27.01,-10,2.1,15.23
3039,0101000020E610000095F430B43AE054C0C1A90F24EF783F40,TIFTON,31.472399,-83.503583,Point,12330,FREESTANDING,4298,GA,31794,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/12330,TRUE,Tift,7,52,42,12.5,33.3,34702,10,3927,40118,9,52,39,13.2,34,39988,9,3447,40610,0.001046912,0.00096,-8.27,0.000174485,0.00022162,27.01,-10,2.1,15.23
3040,0101000020E610000027327381CBFC54C068041BD7BFDB3E40,THOMASVILLE,30.858396,-83.949921,Point,3968,FREESTANDING,4382,GA,31792,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/3968,TRUE,Thomas,11,40,35,14,34.1,35539,27,12043,44720,7,41,37,14,34,40449,27,12238,45052,0.000782648,0.00082,4.94,0.000245975,0.00015538,-36.83,0,-0.29,13.82
3041,0101000020E6100000DD7D8E8F160B55C010ECF82F10B83F40,LEESBURG,31.718997,-84.173252,Point,30565,GAS STATION,4309,GA,31763,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/30565,TRUE,Lee,13,74,108,10.2,30,40102,31,43795,140247,17,76,128,9.5,29,46442,26,36836,154277,0.00077007,0.00083,7.74,0.0000927,0.00011019,18.88,-16.13,-3.33,15.81
3042,0101000020E6100000944E24986A2355C0A79201A08AE73E40,BAINBRIDGE,30.904459,-84.553381,Point,2959,FREESTANDING,4404,GA,31717,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/2959,TRUE,Decatur,7,35,18,13.4,33.8,33288,16,4326,27842,6,28,21,12.1,30,37661,13,3707,27269,0.000646505,0.00077,19.12,0.000251419,0.00022003,-12.48,-18.75,-11.24,13.14
3043,0101000020E610000068E6C93505E954C0F6285C8FC2B53F40,ASHBURN,31.71,-83.640943,Point,13403,FREESTANDING,4295,GA,31714,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/13403,TRUE,Turner,2,17,6,13.8,34.1,26845,8,724,8930,1,12,8,14.3,34.6,35117,6,528,8061,0.000671892,0.00099,47.71,0.000223964,0.00012405,-44.61,-25,1.47,30.81
3044,0101000020E61000000211E2CAD90D55C06DACC43C2B094040,AMERICUS,32.071632,-84.216418,Point,3712,FREESTANDING,4307,GA,31709,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/3712,TRUE,Sumter,3,19,7,18.5,42.1,25586,16,2224,13763,3,17,7,20.1,40.3,25931,17,2305,13283,0.00050861,0.00053,3.61,0.000217976,0.00022585,3.61,6.25,-4.28,1.35
3045,0101000020E61000008CD99255110E55C0922232ACE29D3F40,ALBANY,31.61674,-84.219808,Point,5973,FREESTANDING,4312,GA,31707,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/5973,TRUE,Dougherty,23,73,91,13.6,34.8,31200,42,39406,94565,19,90,92,12.4,34.4,34799,39,36950,92527,0.000962301,0.00099,3.33,0.000243219,0.00020535,-15.57,-7.14,-1.15,11.54
3046,0101000020E610000040C1C58A1AD054C07CD3F4D901333F40,NASHVILLE,31.199247,-83.25162,Point,13353,FREESTANDING,4323,GA,31639,TRUE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/13353,TRUE,Berrien,4,19,9,11.4,30.5,32859,14,2663,19286,6,11,9,14.2,34.7,35518,19,3723,18790,0.00046666,0.00048,2.64,0.000207404,0.00031932,53.96,35.71,13.77,8.09
3047,0101000020E6100000522B4CDF6BCE54C0B1170AD80EAE3E40,LAKE PARK,30.679914,-83.225334,Point,10617,FREESTANDING,4366,GA,31636,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/10617,TRUE,Lowndes,2,10,2,18.5,44.6,28754,49,5503,11299,3,6,0,23.5,45.1,31117,22,2540,10524,0.000177007,0,-100,0.000177007,0.00028506,61.05,-55.1,1.12,8.22
3048,0101000020E61000005C7347FFCBDB54C079CBD58F4D223F40,ADEL,31.133996,-83.434326,Point,14499,GAS STATION,4342,GA,31620,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/14499,TRUE,Cook,8,15,13,12.5,32.9,32244,12,2138,17212,4,16,13,12.2,31.4,34505,13,2219,17296,0.000755287,0.00075,-0.49,0.000464792,0.00023127,-50.24,8.33,-4.56,7.01
3049,0101000020E61000004F948444DAD054C0FE0E45813EE93E40,VALDOSTA,30.91111,-83.263322,Point,24573,GAS STATION,4334,GA,31605,TRUE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/24573,TRUE,Lowndes,2,10,2,18.5,44.6,28754,49,5503,11299,3,6,0,23.5,45.1,31117,22,2540,10524,0.000177007,0,-100,0.000177007,0.00028506,61.05,-55.1,1.12,8.22
3050,0101000020E6100000B51B7DCC07D254C054C37E4FACDB3E40,VALDOSTA,30.858098,-83.281726,Point,1278,FREESTANDING,4339,GA,31602,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/1278,TRUE,Lowndes,2,10,2,18.5,44.6,28754,49,5503,11299,3,6,0,23.5,45.1,31117,22,2540,10524,0.000177007,0,-100,0.000177007,0.00028506,61.05,-55.1,1.12,8.22
3051,0101000020E610000068B27F9E06D454C05C21ACC612D23E40,VALDOSTA,30.820599,-83.312904,Point,2846,FREESTANDING,4356,GA,31601,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/2846,TRUE,Lowndes,2,10,2,18.5,44.6,28754,49,5503,11299,3,6,0,23.5,45.1,31117,22,2540,10524,0.000177007,0,-100,0.000177007,0.00028506,61.05,-55.1,1.12,8.22
3052,0101000020E610000055A35703946454C0C66CC9AA08CB3E40,KINGS BAY,30.793101,-81.571534,Point,11189,MILTARY,4330,GA,31547,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/11189,TRUE,Camden,6,31,38,10.8,29.4,48967,36,18301,50513,5,35,35,10.9,31.5,52706,44,22129,52012,0.000752282,0.00067,-10.55,0.000118781,0.0000961,-19.07,22.22,7.14,7.64
3053,0101000020E6100000ADF71BEDB87754C06C7BBB2539983F40,JESUP,31.594622,-81.870662,Point,4093,GAS STATION,4246,GA,31545,TRUE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/4093,TRUE,Wayne,4,24,26,10,32.3,36562,28,8513,30099,2,25,21,13.1,31.8,41466,29,8633,29972,0.000863816,0.0007,-18.89,0.000132895,0.0000667,-49.79,3.57,-1.55,13.41
3054,0101000020E61000004415FE0C6FB654C098FC4FFEEE7D3F40,DOUGLAS,31.491928,-82.850528,Point,4004,FREESTANDING,4242,GA,31533,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/4004,TRUE,Coffee,7,30,35,13.3,32.1,40779,23,11395,49948,5,27,34,15.9,33.7,46858,21,10486,50757,0.000700729,0.00067,-4.41,0.000140146,0.0000985,-29.71,-8.7,4.98,14.91
3055,0101000020E61000005D8B16A06D4654C0CD3AE3FBE2004040,SAVANNAH,32.006927,-81.100441,Point,10191,FREESTANDING,3892,GA,31406,TRUE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/10191,TRUE,Chatham,48,148,227,11.1,29.1,42728,20,52409,265128,56,185,289,11,31.3,48885,22,58615,282849,0.00085619,0.00102,19.34,0.000181045,0.00019799,9.36,10,7.56,14.41
3056,0101000020E610000019FF3EE3C2B354C0A4349BC7617C4040,SANDERSVILLE,32.971734,-82.80877,Point,4752,FREESTANDING,4237,GA,31082,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/4752,TRUE,Washington,3,10,4,12.9,36.2,37639,10,1708,17581,2,9,3,17.8,40.2,42658,8,1479,16891,0.000227518,0.00018,-21.94,0.000170639,0.00011841,-30.61,-20,11.05,13.33
3057,0101000020E610000074999A046FCE54C0C84109336D894040,MILLEDGEVILLE,33.073645,-83.225526,Point,11443,FREESTANDING,4257,GA,31061,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/11443,TRUE,Baldwin,24,119,112,11.4,25.5,47618,19,35211,182265,29,118,132,10.4,27.4,52387,17,30561,199745,0.00061449,0.00066,7.54,0.000131676,0.00014519,10.26,-10.53,7.45,10.02
3058,0101000020E6100000643E20D099D054C04145D5AF748E4040,MILLEDGEVILLE,33.112936,-83.259388,Point,2625,FREESTANDING,4256,GA,31061,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/2625,TRUE,Baldwin,24,119,112,11.4,25.5,47618,19,35211,182265,29,118,132,10.4,27.4,52387,17,30561,199745,0.00061449,0.00066,7.54,0.000131676,0.00014519,10.26,-10.53,7.45,10.02
3059,0101000020E6100000B5C5353E93F854C06A334E4354474040,FORT VALLEY,32.557259,-83.883987,Point,6537,FREESTANDING,4222,GA,31030,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/6537,TRUE,Peach,4,28,14,12.5,30.3,38024,21,5877,27695,4,25,19,13.6,34.4,41725,19,5366,26838,0.000505506,0.00071,40.05,0.00014443,0.00014904,3.19,-9.52,13.53,9.73
3060,0101000020E61000001ADD41EC4CCB54C0F261F6B2ED184040,EASTMAN,32.194754,-83.17657,Point,11910,FREESTANDING,4239,GA,31023,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/11910,TRUE,Dodge,9,15,12,13.4,35.9,33731,2,440,21796,7,18,13,13.5,28.5,34611,3,596,20969,0.00055056,0.00062,12.61,0.00041292,0.00033383,-19.15,50,-20.61,2.61
3061,0101000020E6100000016DAB5967F054C09296CADB11F63F40,CORDELE,31.96121,-83.756308,Point,3985,FREESTANDING,4254,GA,31015,TRUE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/3985,TRUE,Crisp,9,26,14,12.6,34.1,35232,28,6620,23439,14,26,18,14.2,31.1,31095,8,1970,22950,0.000597295,0.00078,31.31,0.000383975,0.00061002,58.87,-71.43,-8.8,-11.74
3062,0101000020E6100000FF756EDA8C8554C09510ACAA97C14040,MARTINEZ,33.512441,-82.086722,Point,4302,FREESTANDING,3829,GA,30907,TRUE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/4302,TRUE,Richmond,37,116,146,11.6,32.5,37866,34,67308,200549,32,132,158,13.5,34.1,40821,39,78927,201117,0.000728002,0.00079,7.91,0.000184494,0.00015911,-13.76,14.71,4.92,7.8
3063,0101000020E6100000425A63D0098554C0F6EE8FF7AAB54040,AUGUSTA,33.41928,-82.078724,Point,7782,FREESTANDING,3876,GA,30906,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/7782,TRUE,Richmond,37,116,146,11.6,32.5,37866,34,67308,200549,32,132,158,13.5,34.1,40821,39,78927,201117,0.000728002,0.00079,7.91,0.000184494,0.00015911,-13.76,14.71,4.92,7.8
3064,0101000020E610000088687407B18154C09B90D61874B44040,SOUTH AUGUSTA,33.409793,-82.02643,Point,5827,FREESTANDING,3877,GA,30906,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/5827,TRUE,Richmond,37,116,146,11.6,32.5,37866,34,67308,200549,32,132,158,13.5,34.1,40821,39,78927,201117,0.000728002,0.00079,7.91,0.000184494,0.00015911,-13.76,14.71,4.92,7.8
3065,0101000020E61000006C3EAE0D158954C07D96E7C1DDC54040,EVANS,33.54583,-82.14191,Point,28371,WAL*MART,3825,GA,30809,FALSE,FALSE,TRUE,TRUE,http://www.mcgeorgia.com/28371,TRUE,Columbia,4,17,15,13.1,31.9,34538,18,4406,24552,3,16,22,12.9,36.4,38057,17,4237,24078,0.000610948,0.00091,49.55,0.00016292,0.0001246,-23.52,-5.56,14.11,10.19
3066,0101000020E6100000D6C56D34805555C03D450E11373F4140,SUMMERVILLE,34.493868,-85.33595,Point,7756,FREESTANDING,4110,GA,30747,TRUE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/7756,TRUE,Chattooga,5,19,12,10.8,30.7,33990,7,1887,26015,7,27,10,11,34,38063,5,1320,24849,0.000461272,0.0004,-12.76,0.000192197,0.0002817,46.57,-28.57,10.75,11.98
3067,0101000020E61000009697FC4FFE4755C07CD45FAFB0744140,RINGGOLD,34.911642,-85.124897,Point,5276,FREESTANDING,4130,GA,30736,TRUE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/5276,TRUE,Catoosa,8,34,43,10.7,32.9,47337,39,25249,63942,8,25,46,12.2,27.8,50979,35,22294,65585,0.000672484,0.0007,4.3,0.000125113,0.00012198,-2.51,-10.26,-15.5,7.69
3068,0101000020E6100000C39D0B23BD3E55C0D3FA5B02F0534140,DALTON,34.655762,-84.980294,Point,28059,TRAVEL CNTR,4118,GA,30721,FALSE,TRUE,TRUE,FALSE,http://www.mcgeorgia.com/28059,TRUE,Whitfield,30,65,82,11,29.2,40117,27,27693,102599,22,72,82,13.2,33.5,45921,23,23220,103498,0.000799228,0.00079,-0.87,0.000292401,0.00021256,-27.3,-14.81,14.73,14.47
3069,0101000020E61000004660AC6F603155C03733FAD170644140,CHATSWORTH,34.784693,-84.771511,Point,6808,FREESTANDING,4127,GA,30705,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/6808,TRUE,Murray,8,26,26,10.5,29.6,39911,14,5667,39628,4,21,25,12.7,32.5,43142,14,5367,39355,0.000656102,0.00064,-3.18,0.000201877,0.00010164,-49.65,0,9.8,8.1
3070,0101000020E6100000C4279D4830DE54C01F9DBAF259F84040,BOGART,33.940245,-83.471697,Point,11470,FREESTANDING,4053,GA,30622,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/11470,TRUE,Oconee,4,14,25,8.9,26.1,76298,30,9712,32808,6,13,33,9.3,28.8,76371,30,9964,35073,0.000762009,0.00094,23.48,0.000121921,0.00017107,40.31,0,10.34,0.1
3071,0101000020E6100000C2FBAA5CA8C754C01344DD0720394140,LAVONIA,34.44629,-83.119651,Point,6700,FREESTANDING,3690,GA,30553,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/6700,TRUE,Franklin,6,23,22,14.6,31.2,33649,10,3074,31704,8,16,18,13.9,33.2,38535,12,3663,31540,0.000693919,0.00057,-17.76,0.000189251,0.00025365,34.03,20,6.41,14.52
3072,0101000020E61000009F56D11F9A1455C0558847E2E56F4140,BLUE RIDGE,34.874203,-84.321907,Point,6864,FREESTANDING,3692,GA,30513,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/6864,TRUE,Fannin,9,11,20,12.7,28.8,33253,0,28,23682,9,11,20,12.2,25.9,39796,1,262,23709,0.000844523,0.00084,-0.11,0.000380035,0.0003796,-0.11,0,-10.07,19.68
3073,0101000020E61000007768588CBA9454C014048F6FEF4A4040,SWAINSBORO,32.585432,-82.323886,Point,6189,FREESTANDING,4225,GA,30401,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/6189,TRUE,Emanuel,6,23,12,12.1,30.9,30985,29,6645,22598,3,18,12,11.6,36.3,31772,26,5925,22675,0.00053102,0.00053,-0.34,0.00026551,0.0001323,-50.17,-10.34,17.48,2.54
3074,0101000020E61000009EEE3CF19C1555C042EDB776A2F64040,DUNWOODY,33.926833,-84.337704,Point,32181,FREESTANDING,4092,GA,30346,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/32181,TRUE,Dekalb,12,46,41,11.3,33.9,34822,4,2680,71109,14,50,43,13.4,30.4,37305,4,2680,70947,0.00057658,0.00061,5.12,0.000168755,0.00019733,16.93,0,-10.32,7.13
3075,0101000020E6100000AF7D01BD701B55C07E8E8F1667D44040,EAST POINT,33.659396,-84.428756,Point,11010,FREESTANDING,4204,GA,30344,FALSE,TRUE,TRUE,TRUE,http://www.mcgeorgia.com/11010,TRUE,Fulton,1,5,7,11.8,30.7,30191,19,2320,12245,1,6,4,15.6,32.9,34717,19,2343,12130,0.000571662,0.00033,-42.32,0.0000817,0.0000824,0.95,0,7.17,14.99
